img_name,storm,datetime_utc,lat,lon,pressure_mb,wind_kt,wind_kmph,category,cat_idx,has_raw
AMPHAN_20200519T2230.jpg,AMPHAN,2020-05-19T22:30:00,18.90,87.35,952.0,97.5,180.6,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2300.jpg,AMPHAN,2020-05-19T23:00:00,18.97,87.40,952.7,96.7,179.0,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200519T2330.jpg,AMPHAN,2020-05-19T23:30:00,19.03,87.45,953.3,95.8,177.5,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0000.jpg,AMPHAN,2020-05-20T00:00:00,19.10,87.50,954.0,95.0,175.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0030.jpg,AMPHAN,2020-05-20T00:30:00,19.22,87.53,954.7,94.2,174.4,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0100.jpg,AMPHAN,2020-05-20T01:00:00,19.33,87.57,955.3,93.3,172.9,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0130.jpg,AMPHAN,2020-05-20T01:30:00,19.45,87.60,956.0,92.5,171.3,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0200.jpg,AMPHAN,2020-05-20T02:00:00,19.57,87.63,956.7,91.7,169.8,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0230.jpg,AMPHAN,2020-05-20T02:30:00,19.68,87.67,957.3,90.8,168.2,Extremely Severe Cyclonic Storm,6,True
AMPHAN_20200520T0300.jpg,AMPHAN,2020-05-20T03:00:00,19.80,87.70,958.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0330.jpg,AMPHAN,2020-05-20T03:30:00,19.93,87.75,958.3,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0400.jpg,AMPHAN,2020-05-20T04:00:00,20.07,87.80,958.7,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0430.jpg,AMPHAN,2020-05-20T04:30:00,20.20,87.85,959.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0500.jpg,AMPHAN,2020-05-20T05:00:00,20.33,87.90,959.3,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0530.jpg,AMPHAN,2020-05-20T05:30:00,20.47,87.95,959.7,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0600.jpg,AMPHAN,2020-05-20T06:00:00,20.60,88.00,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0630.jpg,AMPHAN,2020-05-20T06:30:00,20.73,88.02,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0700.jpg,AMPHAN,2020-05-20T07:00:00,20.87,88.03,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0730.jpg,AMPHAN,2020-05-20T07:30:00,21.00,88.05,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0800.jpg,AMPHAN,2020-05-20T08:00:00,21.13,88.07,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0830.jpg,AMPHAN,2020-05-20T08:30:00,21.27,88.08,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0900.jpg,AMPHAN,2020-05-20T09:00:00,21.40,88.10,960.0,90.0,166.7,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T0930.jpg,AMPHAN,2020-05-20T09:30:00,21.48,88.15,961.3,88.3,163.6,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1000.jpg,AMPHAN,2020-05-20T10:00:00,21.57,88.20,962.7,86.7,160.5,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1030.jpg,AMPHAN,2020-05-20T10:30:00,21.65,88.25,964.0,85.0,157.4,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1100.jpg,AMPHAN,2020-05-20T11:00:00,21.73,88.30,965.3,83.3,154.3,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1130.jpg,AMPHAN,2020-05-20T11:30:00,21.82,88.35,966.7,81.7,151.2,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1230.jpg,AMPHAN,2020-05-20T12:30:00,22.03,88.43,969.7,77.5,143.5,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1300.jpg,AMPHAN,2020-05-20T13:00:00,22.17,88.47,971.3,75.0,138.9,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1330.jpg,AMPHAN,2020-05-20T13:30:00,22.30,88.50,973.0,72.5,134.3,Very Severe Cyclonic Storm,5,True
AMPHAN_20200520T1400.jpg,AMPHAN,2020-05-20T14:00:00,22.43,88.53,974.7,70.0,129.6,Very Severe Cyclonic Storm,5,True
